node_id,feature_id,value,
1313,39,1,1180.562
1314,39,3,1960.947
1315,39,6,3365.246
1316,39,9,2254.346
1317,39,10,2102.156
1318,39,12,1254.094
1319,39,14,1544.301
1320,39,16,843.077
1321,39,22,1082.744
1322,39,24,2007.643
1323,39,25,2180.395
1324,39,27,3651.962
1325,39,28,913.681
1326,39,30,2637.336
1327,39,40,677.618
1328,39,41,2786.526
1329,39,45,1665.396
1330,39,46,1933.461
1331,39,47,2587.183
1332,39,48,1543.21
1333,39,52,1808.197
1334,39,53,1526.906
1335,39,57,2683.738
1336,39,60,1777.026
1337,39,69,665.073
1338,39,70,2129.297
1339,39,74,1209.461
1340,39,75,764.289
1341,39,76,3043.417
1342,39,78,2705.301
1343,39,79,1508.131
1344,39,80,2010.693
1345,39,86,1552.257
1346,39,87,1837.189
1347,39,88,972.981
1348,39,89,1142.686
1349,39,90,1360.976
1350,40,0,40
1351,40,1,472.225
1352,40,2,1001.816
1353,40,3,542.189
1354,40,6,448.101
1355,40,8,308.515
1356,40,9,490.419
1357,40,10,305.007
1358,40,11,257.988
1359,40,13,55.753
1360,40,14,425.765
1361,40,15,639.12
1362,40,16,397.857
1363,40,17,787.374
1364,40,18,617.369
1365,40,20,132.352
1366,40,21,424.657
1367,40,22,568.318
1368,40,23,896.035
1369,40,24,562.298
1370,40,25,411.58
1371,40,26,1030.815
1372,40,27,567.639
1373,40,28,113.033
1374,40,29,157.722
1375,40,30,390.383
1376,40,31,148.332
1377,40,32,223.882
1378,40,33,2611.862
1379,40,34,4661.266
1380,40,35,807.688
1381,40,39,147.682
1382,40,40,58.082
1383,40,41,72.566
1384,40,43,206.56
1385,40,45,77.822
1386,40,47,277.518
1387,40,49,35.096
1388,40,50,421.414
1389,40,51,1229.148
1390,40,54,142.333
1391,40,55,474.129
1392,40,56,333.053
1393,40,57,313.85
1394,40,58,253.165
1395,40,59,747.742
1396,40,60,439.265
1397,40,61,249.323
1398,40,62,213.565
1399,40,63,664.446
1400,40,64,402.689
1401,40,66,577.711
1402,40,67,608.769
1403,40,68,738.746
1404,40,69,350.038
1405,40,70,310.269
1406,40,71,360.838
1407,40,72,216.549
1408,40,74,483.784
1409,40,75,324.823
1410,40,76,385.994
1411,40,77,97.576
1412,40,78,173.585
1413,40,79,532.282
1414,40,80,350.25
1415,40,86,291.048
1416,40,87,212.567
1417,40,88,116.009
1418,40,89,164.624
1419,40,90,195.073
1420,41,0,41
1421,41,4,159.676
1422,41,6,7.984
1423,41,14,39.69
1424,41,24,7.92
1425,41,32,41.332
1426,41,41,58.053
1427,41,60,19.967
1428,41,61,134.251
1429,41,63,66.445
1430,41,65,436.812
1431,41,71,26.403
1432,41,80,4.324
1433,41,82,1245.397
1434,41,87,30.367
1435,41,88,3.742
1436,41,89,9.684
1437,41,90,22.683
1438,42,0,42
1439,42,6,31.936
1440,42,11,5.16
1441,42,17,1148.703
1442,42,21,148.849
1443,42,22,161.677
1444,42,26,620.313
1445,42,27,188.474
1446,42,30,98.945
1447,42,40,174.245
1448,42,42,17.606
1449,42,47,98.474
1450,42,71,220.023
1451,42,80,73.509
1452,42,86,41.578
1453,42,87,106.284
1454,42,88,71.102
1455,42,89,154.94
1456,42,90,81.659
1457,43,0,43
1458,43,1,901.52
1459,43,5,315.872
1460,43,6,137.724
1461,43,8,59.418
1462,43,9,15.82
1463,43,12,456.5
1464,43,14,342.777
1465,43,17,393.687
1466,43,19,603.196
1467,43,20,334.362
1468,43,22,112.684
1469,43,23,119.03
1470,43,24,160.374
1471,43,28,3.14
1472,43,30,84.553
1473,43,39,42.195
1474,43,40,464.653
1475,43,41,232.21
1476,43,42,704.238
1477,43,44,1197.314
1478,43,46,220.967
1479,43,47,161.139
1480,43,48,192.901
1481,43,50,356.581
1482,43,53,280.681
1483,43,54,274.122
1484,43,57,83.266
1485,43,58,376.661
1486,43,60,389.348
1487,43,62,241.122
1488,43,64,100.672
1489,43,65,123.447
1490,43,67,29.939
1491,43,69,217.024
1492,43,70,206.846
1493,43,73,35.313
1494,43,74,347.72
1495,43,75,257.947
1496,43,77,241.07
1497,43,79,177.427
1498,43,80,142.694
1499,43,88,7.484
1500,44,0,44
1501,44,6,23.952
1502,44,18,38.586
1503,44,19,326.501
1504,44,24,13.859
1505,44,34,2419.529
1506,44,46,55.242
1507,44,48,192.901
1508,44,54,168.691
1509,44,86,69.297
1510,44,88,26.196
1511,44,89,29.051
1512,44,90,40.829
1513,45,0,45
1514,45,62,144.673
1515,46,0,46
1516,46,6,27.944
1517,46,16,145.249
1518,46,24,67.317
1519,46,32,41.332
1520,46,40,38.721
1521,46,48,48.225
1522,46,60,113.144
1523,46,64,186.963
1524,46,84,60.401
1525,46,86,41.578
1526,46,87,91.1
1527,46,88,78.587
1528,46,89,77.47
1529,46,90,104.342
1530,47,0,47
1531,47,41,116.105
1532,47,57,70.456
1533,47,62,117.116
1534,47,72,197.881
1535,47,76,170.728
1536,48,0,48
1537,48,6,9.98
1538,48,13,155.312
1539,48,14,111.854
1540,48,22,24.496
1541,48,25,338.084
1542,48,27,11.087
1543,48,56,131.468
1544,48,61,287.68
1545,48,70,97.339
1546,48,71,61.606
1547,48,80,36.755
1548,48,82,391.952
1549,48,88,26.196
1550,48,89,19.368
1551,48,90,36.293
1552,49,0,49
1553,49,2,537.739
1554,49,3,18.892
1555,49,5,76.834
1556,49,6,19.96
1557,49,10,53.825
1558,49,12,574.472
1559,49,15,121.352
1560,49,16,37.891
1561,49,18,22.049
1562,49,19,88.543
1563,49,22,97.986
1564,49,24,49.498
1565,49,27,70.955
1566,49,28,175.829
1567,49,30,23.387
1568,49,37,639.914
1569,49,42,105.636
1570,49,50,162.082
1571,49,51,136.572
1572,49,52,57.302
1573,49,53,174.022
1574,49,54,258.307
1575,49,55,284.477
1576,49,56,8.765
1577,49,58,24.699
1578,49,60,26.622
1579,49,62,151.562
1580,49,63,142.381
1581,49,64,7.191
1582,49,69,56.006
1583,49,71,52.806
1584,49,72,298.689
1585,49,75,66.875
1586,49,77,45.918
1587,49,78,68.779
1588,49,80,36.755
1589,49,87,30.367
1590,49,88,11.227
1591,49,89,9.684
1592,49,90,27.22
1593,50,0,50
1594,50,1,1645.631
1595,50,2,758.728
1596,50,3,838.787
1597,50,4,902.17
1598,50,5,947.616
1599,50,6,946.101
1600,50,7,47.456
1601,50,8,1055.807
1602,50,9,494.374
1603,50,10,786.44
1604,50,11,913.277
1605,50,12,1000.197
1606,50,13,262.836
1607,50,14,681.946
1608,50,15,970.815
1609,50,16,925.175
1610,50,17,463.796
1611,50,18,981.176
1612,50,19,1062.511
1613,50,20,452.782
1614,50,21,1816.833
1615,50,22,685.901
1616,50,23,1339.093
1617,50,24,821.668
1618,50,25,1220.041
1619,50,26,1199.577
1620,50,27,982.282
1621,50,28,295.141
1622,50,29,71.229
1623,50,30,721.399
1624,50,31,1131.033
1625,50,32,781.864
1626,50,33,1130.133
1627,50,34,7.73
1628,50,35,105.769
1629,50,36,693.126
1630,50,37,379.949
1631,50,38,2983.695
1632,50,39,907.192
1633,50,40,522.734
1634,50,41,928.842
1635,50,42,651.42
1636,50,43,991.49
1637,50,44,1122.481
1638,50,45,1073.947
1639,50,46,994.352
1640,50,47,519.227
1641,50,48,1060.957
1642,50,49,982.689
1643,50,50,875.245
1644,50,51,799.922
1645,50,52,1216.076
1646,50,53,825.203
1647,50,54,1302.08
1648,50,55,1356.009
1649,50,56,1183.214
1650,50,57,736.587
1651,50,58,864.467
1652,50,59,852.426
1653,50,60,678.864
1654,50,61,479.467
1655,50,62,2307.878
1656,50,63,759.366
1657,50,64,1430.986
1658,50,65,997.071
1659,50,66,1065.155
1660,50,67,1172.628
1661,50,68,2025.325
1662,50,69,672.074
1663,50,70,1076.816
1664,50,71,1487.355
1665,50,72,1437.439
1666,50,73,538.522
1667,50,74,952.451
1668,50,75,535.002
1669,50,76,304.342
1670,50,77,1612.871
1671,50,78,655.036
1672,50,79,1207.715
1673,50,80,793.467
1674,50,81,563.404
1675,50,83,1185.732
1676,50,84,996.61
1677,50,85,94.106
1678,50,86,928.582
1679,50,87,1153.937
1680,50,88,1021.63
1681,50,89,522.924
1682,50,90,716.781
1683,51,0,51
1684,51,2,324.117
1685,51,3,128.463
1686,51,6,47.904
1687,51,10,23.922
1688,51,14,238.14
1689,51,16,224.189
1690,51,17,296.613
1691,51,21,297.698
1692,51,22,122.482
1693,51,23,23.145
1694,51,24,57.418
1695,51,46,138.104
1696,51,49,87.74
1697,51,57,89.671
1698,51,60,133.111
1699,51,62,179.119
1700,51,68,33.202
1701,51,74,171.34
1702,51,86,152.454
1703,51,87,167.017
1704,51,88,183.37
1705,51,89,338.932
1706,51,90,190.537
1707,52,0,52
1708,52,7,168.734
1709,52,86,3534.157
1710,52,87,2626.724
1711,52,88,2600.853
1712,52,89,4086.554
1713,52,90,2862.587
1714,53,0,53
1715,53,1,658.252
1716,53,2,906.054
1717,53,3,340.049
1718,53,4,2419.094
1719,53,5,1613.509
1720,53,6,109.78
1721,53,7,1318.232
1722,53,8,1394.031
1723,53,9,518.104
1724,53,10,233.241
1725,53,11,593.372
1726,53,12,1174.591
1727,53,13,657.09
1728,53,14,165.976
1729,53,15,873.733
1730,53,16,391.541
1731,53,17,1865.968
1732,53,18,683.516
1733,53,19,1306.003
1734,53,20,1664.844
1735,53,21,1974.437
1736,53,22,347.85
1737,53,23,810.069
1738,53,24,217.792
1739,53,25,965.253
1740,53,26,1933.918
1741,53,27,126.388
1742,53,28,1660.952
1743,53,29,2284.423
1744,53,30,237.468
1745,53,31,820.462
1746,53,32,344.433
1747,53,33,3968.021
1748,53,34,3439.906
1749,53,35,692.304
1750,53,37,1009.864
1751,53,39,210.975
1752,53,40,290.408
1753,53,41,188.671
1754,53,42,88.03
1755,53,43,247.872
1756,53,44,299.328
1757,53,45,202.338
1758,53,46,193.346
1759,53,47,196.948
1760,53,48,434.028
1761,53,49,105.288
1762,53,50,632.121
1763,53,51,721.881
1764,53,52,891.365
1765,53,53,1251.838
1766,53,54,1734.349
1767,53,55,1668.935
1768,53,56,972.865
1769,53,57,326.66
1770,53,58,413.709
1771,53,59,366.393
1772,53,60,232.944
1773,53,61,1284.971
1774,53,62,812.924
1775,53,63,1737.05
1776,53,64,1236.832
1777,53,65,674.21
1778,53,66,902.674
1779,53,67,449.092
1780,53,68,763.647
1781,53,69,658.072
1782,53,70,614.454
1783,53,71,369.639
1784,53,72,769.123
1785,53,73,1518.455
1786,53,74,377.957
1787,53,75,334.376
1788,53,76,215.266
1789,53,77,1147.951
1790,53,78,314.418
1791,53,79,314.53
1792,53,80,296.199
1793,53,81,950.948
1794,53,83,959.879
1795,53,84,2144.222
1796,53,85,551.191
1797,53,86,97.016
1798,53,87,106.284
1799,53,88,67.36
1800,53,89,67.786
1801,53,90,104.342
1802,54,0,54
1803,54,1,357.746
1804,54,2,1193.339
1805,54,3,566.748
1806,54,4,1437.086
1807,54,5,939.079
1808,54,6,415.167
1809,54,7,1376.234
1810,54,8,923.26
1811,54,9,1783.701
1812,54,10,648.888
1813,54,11,1630.484
1814,54,12,630.894
1815,54,13,728.773
1816,54,14,797.408
1817,54,15,1286.33
1818,54,16,303.129
1819,54,17,911.412
1820,54,18,881.956
1821,54,19,1178.723
1822,54,20,891.632
1823,54,21,1243.326
1824,54,22,279.26
1825,54,23,1312.642
1826,54,24,364.306
1827,54,25,3905.111
1828,54,26,474.357
1829,54,27,829.286
1830,54,28,627.959
1831,54,29,2269.16
1832,54,30,424.564
1833,54,31,2586.543
1834,54,32,230.77
1835,54,33,1063.162
1836,54,34,680.251
1837,54,35,1615.377
1838,54,36,1853.71
1839,54,37,2089.718
1840,54,39,400.852
1841,54,40,1277.794
1842,54,41,232.21
1843,54,42,440.149
1844,54,43,1239.362
1845,54,44,1047.649
1846,54,45,249.031
1847,54,46,331.451
1848,54,47,313.327
1849,54,48,241.127
1850,54,49,1158.169
1851,54,50,551.08
1852,54,51,575.554
1853,54,52,1687.226
1854,54,53,982.384
1855,54,54,495.528
1856,54,55,749.124
1857,54,56,1270.86
1858,54,57,634.105
1859,54,58,358.136
1860,54,59,979.542
1861,54,60,539.098
1862,54,61,671.254
1863,54,62,1791.189
1864,54,63,778.35
1865,54,64,611.225
1866,54,65,911.607
1867,54,66,947.807
1868,54,67,1327.316
1869,54,68,755.347
1870,54,69,567.062
1871,54,70,334.604
1872,54,71,668.87
1873,54,72,126.943
1874,54,73,741.571
1875,54,74,297.326
1876,54,75,1366.166
1877,54,76,267.227
1878,54,77,1411.979
1879,54,78,638.661
1880,54,79,1915.408
1881,54,80,233.5
1882,54,81,781.601
1883,54,82,562.641
1884,54,83,591.522
1885,54,84,392.604
1886,54,85,285.006
1887,54,86,304.908
1888,54,87,227.751
1889,54,88,426.615
1890,54,89,145.257
1891,54,90,172.39
1892,55,0,55
1893,55,4,351.288
1894,55,6,83.832
1895,55,16,37.891
1896,55,30,75.558
1897,55,37,1279.827
1898,55,64,35.954
1899,55,78,86.792
1900,55,86,124.735
1901,55,87,15.183
1902,55,88,26.196
1903,55,89,58.103
1904,55,90,72.585
1905,56,0,56
1906,56,71,325.634
1907,56,86,1968.04
1908,56,87,2004.206
1909,56,88,770.9
1910,56,89,280.83
1911,56,90,1406.342
1912,57,0,57
1913,57,4,534.915
1914,57,6,120.758
1915,57,10,179.416
1916,57,14,86.596
1917,57,24,75.237
1918,57,41,58.053
1919,57,78,334.069
1920,57,80,114.588
1921,57,86,277.189
1922,57,87,349.218
1923,57,88,426.615
1924,57,89,377.667
1925,57,90,444.586
1926,58,0,58
1927,58,6,65.868
1928,58,7,500.928
1929,58,8,63.988
1930,58,9,23.73
1931,58,10,68.776
1932,58,11,201.231
1933,58,13,565.496
1934,58,14,220.099
1935,58,16,101.043
1936,58,21,293.32
1937,58,22,117.583
1938,58,23,264.512
1939,58,24,75.237
1940,58,27,126.388
1941,58,30,62.965
1942,58,33,1339.417
1943,58,36,1104.166
1944,58,43,41.312
1945,58,45,93.387
1946,58,46,138.104
1947,58,49,193.028
1948,58,51,234.124
1949,58,52,178.273
1950,58,54,36.901
1951,58,55,66.378
1952,58,56,43.823
1953,58,57,160.128
1954,58,58,30.874
1955,58,60,93.177
1956,58,62,544.246
1957,58,67,109.778
1958,58,70,109.507
1959,58,76,192.997
1960,58,80,69.185
1961,58,87,30.367
1962,58,89,48.419
1963,58,90,27.22
1964,59,0,59
1965,59,61,38.357
1966,59,86,124.735
1967,59,87,136.65
1968,59,88,59.876
1969,59,89,164.624
1970,59,90,31.756
1971,60,0,60
1972,60,2,906.054
1973,60,6,119.76
1974,60,7,189.825
1975,60,8,150.83
1976,60,9,367.814
1977,60,10,125.591
1978,60,11,103.195
1979,60,13,35.841
1980,60,15,469.227
1981,60,16,69.467
1982,60,17,970.735
1983,60,21,192.628
1984,60,24,77.217
1985,60,25,671.268
1986,60,28,141.291
1987,60,30,106.141
1988,60,32,306.546
1989,60,35,480.767
1990,60,39,126.585
1991,60,41,145.132
1992,60,46,165.725
1993,60,47,53.713
1994,60,51,117.062
1995,60,52,25.468
1996,60,53,909.407
1997,60,58,104.971
1998,60,59,97.206
1999,60,63,436.636
2000,60,64,222.917
2001,60,65,56.975
2002,60,67,64.869
2003,60,68,141.109
2004,60,69,140.015
2005,60,70,60.837
2006,60,71,378.44
2007,60,73,83.868
2008,60,74,115.907
2009,60,75,219.733
2010,60,76,118.767
2011,60,78,121.182
2012,60,79,165.33
2013,60,82,929.306
2014,60,86,97.016
2015,60,87,45.55
2016,60,88,33.68
2017,60,89,38.735
2018,60,90,45.366
2019,61,0,61
2020,61,8,100.553
2021,61,11,10.32
2022,61,18,154.342
2023,61,28,257.463
2024,61,45,15.564
2025,61,48,192.901
2026,61,49,140.384
2027,61,62,682.03
2028,61,68,83.005
2029,61,70,194.679
2030,61,74,151.183
2031,61,78,45.853
2032,61,86,13.859
2033,61,87,15.183
2034,61,88,14.969
2035,61,89,19.368
2036,62,0,62
2037,62,9,15.82
2038,62,13,11.947
2039,62,70,79.088
2040,63,0,63
2041,63,1,100.169
2042,63,3,98.236
2043,63,6,85.828
2044,63,7,89.64
2045,63,8,205.677
2046,63,10,50.835
2047,63,11,144.473
2048,63,16,63.152
2049,63,17,550.083
2050,63,21,8.756
2051,63,22,142.08
2052,63,24,31.679
2053,63,27,35.477
2054,63,28,37.678
2055,63,29,55.966
2056,63,30,64.764
2057,63,32,206.66
2058,63,33,142.313
2059,63,40,154.884
2060,63,41,145.132
2061,63,45,31.129
2062,63,49,315.864
2063,63,50,388.998
2064,63,51,9.755
2065,63,54,57.987
2066,63,57,70.456
2067,63,58,86.447
2068,63,59,216.845
2069,63,60,53.244
2070,63,62,13.778
2071,63,63,199.334
2072,63,65,47.48
2073,63,66,162.481
2074,63,67,79.839
2075,63,70,97.339
2076,63,71,52.806
2077,63,73,92.696
2078,63,74,141.104
2079,63,76,311.765
2080,63,78,65.504
2081,63,79,241.946
2082,63,80,71.347
2083,63,86,13.859
2084,63,87,15.183
2085,63,88,56.134
2086,63,90,4.537
2087,64,0,64
2088,64,1,715.492
2089,64,2,1812.108
2090,64,3,695.211
2091,64,4,3369.167
2092,64,5,2356.235
2093,64,6,323.351
2094,64,7,3311.398
2095,64,8,2340.144
2096,64,9,557.654
2097,64,10,403.686
2098,64,11,1026.792
2099,64,12,2369.699
2100,64,13,2325.702
2101,64,14,884.004
2102,64,15,2370.406
2103,64,16,1281.982
2104,64,17,1601.713
2105,64,18,1361.519
2106,64,19,2523.464
2107,64,20,2438.056
2108,64,21,1790.565
2109,64,22,1410.997
2110,64,23,1517.639
2111,64,24,538.539
2112,64,25,886.857
2113,64,26,1733.229
2114,64,27,667.42
2115,64,28,2310.89
2116,64,29,1811.258
2117,64,30,338.212
2118,64,31,1779.986
2119,64,32,1505.173
2120,64,33,2436.064
2121,64,34,2303.578
2122,64,35,1826.914
2123,64,36,2216.392
2124,64,37,1979.733
2125,64,38,2395.361
2126,64,39,358.657
2127,64,40,1161.631
2128,64,41,667.605
2129,64,42,1514.111
2130,64,43,660.993
2131,64,44,1421.81
2132,64,45,280.16
2133,64,46,469.555
2134,64,47,116.378
2135,64,48,1446.759
2136,64,49,543.988
2137,64,50,1474.95
2138,64,51,2136.377
2139,64,52,1279.745
2140,64,53,1678.474
2141,64,54,2187.705
2142,64,55,2588.745
2143,64,56,920.278
2144,64,57,755.802
2145,64,58,827.418
2146,64,59,957.11
2147,64,60,1131.44
2148,64,61,3222.017
2149,64,62,3678.826
2150,64,63,1689.59
2151,64,64,2545.572
2152,64,65,1775.735
2153,64,66,1688
2154,64,67,1561.841
2155,64,68,1427.688
2156,64,69,1050.115
2157,64,70,1301.913
2158,64,71,1909.799
2159,64,72,2120.689
2160,64,73,1235.952
2161,64,74,1567.26
2162,64,75,1413.934
2163,64,76,497.339
2164,64,77,1297.184
2165,64,78,903.95
2166,64,79,1040.369
2167,64,80,592.398
2168,64,81,3820.075
2169,64,82,815.514
2170,64,83,3199.596
2171,64,84,2551.926
2172,64,85,736.714
2173,64,86,263.329
2174,64,87,167.017
2175,64,88,142.205
2176,64,89,87.154
2177,64,90,167.854
2178,65,0,65
2179,65,57,6.405
2180,65,86,13.859
2181,66,0,66
2182,66,24,1.98
2183,67,0,67
2184,67,3,230.477
2185,67,6,85.828
2186,67,10,71.766
2187,67,14,64.947
2188,67,17,97.074
2189,67,21,78.802
2190,67,23,228.142
2191,67,24,89.097
2192,67,29,188.249
2193,67,30,55.769
2194,67,31,375.466
2195,67,32,220.437
2196,67,33,828.764
2197,67,39,126.585
2198,67,40,38.721
2199,67,45,31.129
2200,67,47,35.809
2201,67,51,243.879
2202,67,54,105.432
2203,67,58,123.495
2204,67,59,44.865
2205,67,60,219.632
2206,67,62,13.778
2207,67,63,294.254
2208,67,64,107.863
2209,67,67,119.758
2210,67,68,141.109
2211,67,69,77.008
2212,67,70,109.507
2213,67,73,414.927
2214,67,77,350.125
2215,67,78,65.504
2216,67,79,516.152
2217,67,80,21.62
2218,67,86,27.719
2219,67,88,11.227
2220,67,90,18.146
2221,68,0,68
2222,68,3,56.675
2223,68,6,21.956
2224,68,13,167.259
2225,68,14,90.205
2226,68,16,37.891
2227,68,17,490.76
2228,68,21,70.047
2229,68,24,31.679
2230,68,25,372.382
2231,68,28,100.473
2232,68,29,91.58
2233,68,30,57.568
2234,68,41,29.026
2235,68,42,193.665
2236,68,44,112.248
2237,68,45,31.129
2238,68,47,8.952
2239,68,54,358.467
2240,68,56,26.294
2241,68,58,80.272
2242,68,59,44.865
2243,68,63,66.445
2244,68,65,47.48
2245,68,67,139.717
2246,68,70,97.339
2247,68,71,140.815
2248,68,72,470.434
2249,68,76,96.499
2250,68,79,36.292
2251,68,80,45.403
2252,68,81,104.213
2253,68,88,3.742
2254,68,90,4.537
2255,69,0,69
2256,69,2,250.454
2257,69,3,15.113
2258,69,11,61.917
2259,69,14,64.947
2260,69,18,27.561
2261,69,19,38.737
2262,69,28,91.054
2263,69,37,29.996
2264,69,69,56.006
2265,69,80,6.486
2266,70,0,70
2267,70,12,82.067
2268,70,30,3.598
2269,71,0,71
2270,71,2,456.71
2271,71,3,162.468
2272,71,5,307.335
2273,71,6,39.92
2274,71,7,94.913
2275,71,8,45.706
2276,71,10,65.786
2277,71,14,137.111
2278,71,15,161.802
2279,71,16,31.576
2280,71,17,237.291
2281,71,18,292.148
2282,71,22,230.267
2283,71,23,191.771
2284,71,24,59.398
2285,71,26,72.978
2286,71,27,28.825
2287,71,30,50.372
2288,71,32,296.213
2289,71,39,42.195
2290,71,40,135.524
2291,71,42,193.665
2292,71,48,361.69
2293,71,50,307.957
2294,71,56,26.294
2295,71,57,64.051
2296,71,60,113.144
2297,71,61,201.376
2298,71,62,241.122
2299,71,63,227.81
2300,71,66,180.535
2301,71,67,309.374
2302,71,70,109.507
2303,71,74,80.631
2304,71,75,47.768
2305,71,77,126.275
2306,71,78,3.275
2307,71,80,51.889
2308,71,81,218.197
2309,71,83,290.383
2310,71,84,1208.012
2311,71,86,41.578
2312,71,89,29.051
2313,71,90,4.537
2314,72,0,72
2315,72,3,113.35
2316,72,6,21.956
2317,72,9,43.505
2318,72,11,159.953
2319,72,14,7.216
2320,72,16,15.788
2321,72,18,55.122
2322,72,23,135.563
2323,72,24,63.358
2324,72,27,50.999
2325,72,30,39.578
2326,72,32,375.432
2327,72,39,105.487
2328,72,43,247.872
2329,72,46,110.484
2330,72,56,70.116
2331,72,58,55.573
2332,72,61,210.965
2333,72,63,351.207
2334,72,64,143.818
2335,72,67,49.899
2336,72,74,166.301
2337,72,76,148.459
2338,72,80,21.62
2339,72,83,263.496
2340,72,85,94.106
2341,73,0,73
2342,73,1,71.549
2343,73,5,25.611
2344,73,22,68.59
2345,73,27,28.825
2346,73,30,26.985
2347,73,46,193.346
2348,73,89,19.368
2349,74,0,74
2350,74,6,5.988
2351,74,14,101.029
2352,74,64,93.481
2353,74,71,35.204
2354,74,73,61.798
2355,74,80,2.162
2356,75,0,75
2357,75,6,215.567
2358,75,11,72.237
2359,75,15,275.064
2360,75,18,187.416
2361,75,23,66.128
2362,75,28,62.796
2363,75,30,199.689
2364,75,40,619.537
2365,75,41,188.671
2366,75,47,152.187
2367,75,49,245.672
2368,75,50,940.078
2369,75,54,622.046
2370,75,57,25.62
2371,75,58,191.418
2372,75,70,371.106
2373,75,76,148.459
2374,75,77,11.48
2375,75,79,48.389
2376,75,80,77.833
2377,75,86,595.956
2378,75,87,668.069
2379,75,88,639.922
2380,75,89,600.394
2381,75,90,639.659
2382,76,0,76
2383,76,18,99.22
2384,77,0,77
2385,77,30,23.387
2386,77,80,6.486
2387,77,90,4.537
2388,78,0,78
2389,78,7,174.007
2390,79,0,79
2391,79,1,157.408
2392,79,2,243.088
2393,79,3,64.231
2394,79,5,162.205
2395,79,6,85.828
2396,79,7,400.742
2397,79,8,123.406
2398,79,10,38.873
2399,79,11,190.911
2400,79,13,223.013
2401,79,14,393.292
2402,79,15,663.39
2403,79,16,113.673
2404,79,18,126.781
2405,79,19,309.899
2406,79,22,4.899
2407,79,23,360.398
2408,79,24,27.719
2409,79,28,292.001
2410,79,29,127.195
2411,79,30,26.985
2412,79,31,417.184
2413,79,35,1221.148
2414,79,39,105.487
2415,79,40,96.803
2416,79,41,130.618
2417,79,43,123.936
2418,79,44,374.16
2419,79,45,31.129
2420,79,48,48.225
2421,79,50,64.833
2422,79,51,68.286
2423,79,52,63.669
2424,79,54,400.64
2425,79,55,237.065
2426,79,56,245.407
2427,79,57,57.646
2428,79,58,24.699
2429,79,59,14.955
2430,79,60,79.866
2431,79,61,210.965
2432,79,62,192.897
2433,79,63,284.762
2434,79,64,222.917
2435,79,65,341.853
2436,79,66,424.257
2437,79,67,149.697
2438,79,68,298.818
2439,79,70,73.004
2440,79,71,211.222
2441,79,73,626.804
2442,79,74,257.01
2443,79,76,222.689
2444,79,77,315.686
2445,79,78,52.403
2446,79,79,16.13
2447,79,80,138.37
2448,79,81,439.651
2449,79,82,467.814
2450,79,83,207.033
2451,79,85,56.463
2452,79,86,374.205
2453,79,87,501.051
2454,79,88,172.143
2455,79,89,164.624
2456,79,90,254.049
2457,80,0,80
2458,80,5,76.834
2459,80,16,12.63
2460,81,0,81
2461,81,2,265.187
2462,81,3,154.911
2463,81,4,119.757
2464,81,5,162.205
2465,81,6,27.944
2466,81,7,290.011
2467,81,8,86.841
2468,81,10,35.883
2469,81,11,273.467
2470,81,12,25.646
2471,81,14,288.654
2472,81,16,75.782
2473,81,17,366.722
2474,81,18,429.953
2475,81,19,647.468
2476,81,22,666.304
2477,81,23,185.159
2478,81,24,37.619
2479,81,27,126.388
2480,81,28,587.142
2481,81,30,28.784
2482,81,31,92.708
2483,81,32,75.775
2484,81,33,1155.247
2485,81,35,38.461
2486,81,37,689.907
2487,81,39,189.877
2488,81,47,89.522
2489,81,48,409.915
2490,81,50,680.746
2491,81,51,19.51
2492,81,53,162.795
2493,81,54,79.074
2494,81,55,265.512
2495,81,56,604.754
2496,81,57,172.938
2497,81,58,61.748
2498,81,66,505.497
2499,81,67,39.919
2500,81,68,406.725
2501,81,69,119.013
2502,81,70,346.771
2503,81,71,123.213
2504,81,72,70.939
2505,81,74,100.788
2506,81,76,356.302
2507,81,77,321.426
2508,81,78,55.678
2509,81,80,101.616
2510,81,85,185.523
2511,81,86,512.799
2512,81,87,622.518
2513,81,88,138.463
2514,81,89,183.992
2515,81,90,403.756
2516,82,0,82
2517,82,6,17.964
2518,82,7,216.19
2519,82,8,105.124
2520,82,22,142.08
2521,82,23,257.899
2522,82,25,357.683
2523,82,27,22.173
2524,82,31,500.621
2525,82,39,42.195
2526,82,40,116.163
2527,82,48,72.338
2528,82,55,47.413
2529,82,62,34.446
2530,82,72,451.766
2531,82,77,172.193
2532,82,80,28.106
2533,82,86,69.297
2534,82,87,75.917
2535,82,88,33.68
2536,82,89,29.051
2537,82,90,31.756
2538,83,0,83
2539,83,3,30.227
2540,83,7,31.638
2541,83,10,20.932
2542,83,13,47.788
2543,83,80,25.944
2544,83,88,3.742
2545,83,89,9.684
2546,84,0,84
2547,84,1,1259.266
2548,84,2,1627.951
2549,84,3,98.236
2550,84,4,1045.879
2551,84,5,1519.601
2552,84,6,67.864
2553,84,7,1950.983
2554,84,8,1170.072
2555,84,9,783.088
2556,84,10,343.88
2557,84,11,1981.347
2558,84,12,1790.097
2559,84,13,967.715
2560,84,14,826.273
2561,84,15,2338.046
2562,84,16,805.186
2563,84,17,2318.978
2564,84,18,881.956
2565,84,19,758.146
2566,84,20,1525.526
2567,84,21,1790.565
2568,84,22,921.067
2569,84,23,1878.037
2570,84,24,340.547
2571,84,25,1729.616
2572,84,26,2490.376
